feature,gene,importance,abs_importance,importance_type,antibiotic,model
amr__mdfa,mdfa,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__baes,baes,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__adiy,adiy,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__gidb,gidb,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__pata,pata,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ctx-m-27,ctx-m-27,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__dfra14,dfra14,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__glpt,glpt,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__catb10,catb10,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__flor,flor,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__emre,emre,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__mfd,mfd,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__mgrb,mgrb,0.0018,0.0018,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__maca,maca,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ec-5,ec-5,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ompf,ompf,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__pmrc,pmrc,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__arna,arna,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_coli_acra,escherichia_coli_acra,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__marb,marb,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__epta,epta,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__oxyr,oxyr,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__tolcopmh,tolcopmh,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__uhpt,uhpt,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__rho,rho,0.0017,0.0017,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__kasa,kasa,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ugd,ugd,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__acrz,acrz,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__sul3,sul3,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aminoglycoside_n-acetyltransferase_aac3-iid,aminoglycoside_n-acetyltransferase_aac3-iid,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__alas,alas,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__pmrb,pmrb,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__bcrc,bcrc,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aminoglycoside_o-phosphotransferase_aph3-ib,aminoglycoside_o-phosphotransferase_aph3-ib,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__suge,suge,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__soxs,soxs,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__acra,acra,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__blaec_family,blaec_family,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ermb,ermb,0.0016,0.0016,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__katg,katg,0.0015,0.0015,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,0.0015,0.0015,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__fyua,fyua,0.0015,0.0015,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__s10p,s10p,0.0015,0.0015,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,0.0015,0.0015,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__inha_fabi,inha_fabi,0.0015,0.0015,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__pmre,pmre,0.0015,0.0015,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__phop,phop,0.0015,0.0015,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__mdfacmr,mdfacmr,0.0014,0.0014,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__nfsa,nfsa,0.0014,0.0014,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__sulfonamide-resistant_dihydropteroate_synthase_sul2,sulfonamide-resistant_dihydropteroate_synthase_sul2,0.0014,0.0014,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__dxr,dxr,0.0014,0.0014,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra14,trimethoprim-resistant_dihydrofolate_reductase_dfra14,0.0014,0.0014,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,0.0014,0.0014,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__acrad-tolc,acrad-tolc,0.0014,0.0014,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__oxa-1_family,oxa-1_family,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_coli_emre,escherichia_coli_emre,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__mdti,mdti,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__macrolide_2-phosphotransferase_mpha_family,macrolide_2-phosphotransferase_mpha_family,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aac6-ib-cr,aac6-ib-cr,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_tetracycline_efflux_mfs_transporter_tetb,multispecies_tetracycline_efflux_mfs_transporter_tetb,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__flor_family,flor_family,0.0013,0.0013,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra14,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra14,0.0012,0.0012,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_fosmidomycin_resistant_cyaa,escherichia_fosmidomycin_resistant_cyaa,0.0012,0.0012,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,0.0012,0.0012,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,0.0012,0.0012,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aada,aada,0.0011,0.0011,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_23s_rrna_adenine2058-n6-methyltransferase_ermb,multispecies_23s_rrna_adenine2058-n6-methyltransferase_ermb,0.0011,0.0011,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aminoglycoside_n6-acetyltransferase_ec_2.3.1.82_aac6-ib-cr_fluoroquinolone-acetylating,aminoglycoside_n6-acetyltransferase_ec_2.3.1.82_aac6-ib-cr_fluoroquinolone-acetylating,0.0011,0.0011,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aac3-iic,aac3-iic,0.001,0.001,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__vapb_protein_antitoxin_to_vapc,vapb_protein_antitoxin_to_vapc,0.001,0.001,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,0.001,0.001,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aph3-ia,aph3-ia,0.001,0.001,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__phopphoq_regulator_mgrb,phopphoq_regulator_mgrb,0.001,0.001,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.0009,0.0009,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,0.0009,0.0009,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multispecies_aminoglycoside_o-phosphotransferase_aph6-id,multispecies_aminoglycoside_o-phosphotransferase_aph6-id,0.0009,0.0009,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__tetd,tetd,0.0009,0.0009,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,0.0009,0.0009,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,0.0009,0.0009,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,0.0008,0.0008,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__transcriptional_regulator_of_acrab_operon_acrr,transcriptional_regulator_of_acrab_operon_acrr,0.0008,0.0008,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__cmla_family,cmla_family,0.0008,0.0008,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,0.0008,0.0008,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,0.0008,0.0008,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,0.0008,0.0008,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.0008,0.0008,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aminoglycoside_o-phosphotransferase_aph3-ia,aminoglycoside_o-phosphotransferase_aph3-ia,0.0008,0.0008,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ec-15,ec-15,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aminoglycoside_o-phosphotransferase_aph6-id,aminoglycoside_o-phosphotransferase_aph6-id,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__small_multidrug_resistance_smr_efflux_transporter_emre_broad_substrate_specificity,small_multidrug_resistance_smr_efflux_transporter_emre_broad_substrate_specificity,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__cmy-2,cmy-2,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__dfra1,dfra1,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__d-alanine--d-alanine_ligase_ec_6.3.2.4,d-alanine--d-alanine_ligase_ec_6.3.2.4,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtc_rnd_type,multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtc_rnd_type,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__outer_membrane_channel_tolc_opmh,outer_membrane_channel_tolc_opmh,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__sensor_protein_basspmrb_activates_basrpmra,sensor_protein_basspmrb_activates_basrpmra,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ec-8,ec-8,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_efflux_pump_mdtl_of_mfs_type,multidrug_efflux_pump_mdtl_of_mfs_type,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__dna_gyrase_subunit_a_ec_5.99.1.3,dna_gyrase_subunit_a_ec_5.99.1.3,0.0007,0.0007,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_resistance_regulator_emrr_mpra,multidrug_resistance_regulator_emrr_mpra,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__dna-binding_protein_h-ns,dna-binding_protein_h-ns,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ctx-m-55,ctx-m-55,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_resistance_transporter_bicyclomycin_resistance_protein_bcr-1,multidrug_resistance_transporter_bicyclomycin_resistance_protein_bcr-1,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__ssu_ribosomal_protein_s12p_s23e,ssu_ribosomal_protein_s12p_s23e,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__oxygen-insensitive_nadph_nitroreductase_ec_1.-.-.-,oxygen-insensitive_nadph_nitroreductase_ec_1.-.-.-,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__copper_sensory_histidine_kinase_cpxa,copper_sensory_histidine_kinase_cpxa,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__isoleucyl-trna_synthetase_ec_6.1.1.5,isoleucyl-trna_synthetase_ec_6.1.1.5,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__dna_gyrase_subunit_b_ec_5.99.1.3,dna_gyrase_subunit_b_ec_5.99.1.3,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multiple_antibiotic_resistance_protein_mara,multiple_antibiotic_resistance_protein_mara,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
amr__multidrug_efflux_system_acref-tolc_membrane_fusion_component_acre,multidrug_efflux_system_acref-tolc_membrane_fusion_component_acre,0.0006,0.0006,random_forest_gini_importance,ciprofloxacin,random_forest_balanced
