feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__multispecies_type_a-1_chloramphenicol_o-acetyltransferase,multispecies_type_a-1_chloramphenicol_o-acetyltransferase,0.000318,0.000318,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__copper-sensing_two-component_system_response_regulator_cpxr,copper-sensing_two-component_system_response_regulator_cpxr,0.000317,0.000317,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__hydrogen_peroxide-inducible_genes_activator_oxyr,hydrogen_peroxide-inducible_genes_activator_oxyr,0.000317,0.000317,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__yjdb,yjdb,0.000313,0.000313,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__glycerol-3-phosphate_transporter,glycerol-3-phosphate_transporter,0.000309,0.000309,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__macrolide_export_atp-bindingpermease_protein_macb,macrolide_export_atp-bindingpermease_protein_macb,0.000306,0.000306,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__transcriptional_regulator_gadx_arac_family,transcriptional_regulator_gadx_arac_family,0.000303,0.000303,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cys_regulon_transcriptional_activator_cysb,cys_regulon_transcriptional_activator_cysb,0.000302,0.000302,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul3,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul3,0.000301,0.000301,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mdtj,mdtj,0.000301,0.000301,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__macrolide-specific_efflux_protein_maca,macrolide-specific_efflux_protein_maca,0.00029,0.00029,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,0.000289,0.000289,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__yokd,yokd,0.000287,0.000287,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__positive_transcription_regulator_evga,positive_transcription_regulator_evga,0.000287,0.000287,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__acrz_membrane_protein_associated_with_acrab-tolc_multidrug_efflux_pump,acrz_membrane_protein_associated_with_acrab-tolc_multidrug_efflux_pump,0.000286,0.000286,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__lysr_family_transcriptional_activator_leuo,lysr_family_transcriptional_activator_leuo,0.000283,0.000283,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,0.00028,0.00028,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__transcription-repair_coupling_factor,transcription-repair_coupling_factor,0.00028,0.00028,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__signal_transduction_protein_pmrd_part_of_phopq-pmrd-pmrab_multicomponent_regulatory_system,signal_transduction_protein_pmrd_part_of_phopq-pmrd-pmrab_multicomponent_regulatory_system,0.000273,0.000273,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,0.000272,0.000272,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ec-18,ec-18,0.000268,0.000268,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__class_a_beta-lactamase_ec_3.5.2.6_tem_family,class_a_beta-lactamase_ec_3.5.2.6_tem_family,0.000264,0.000264,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__sensory_histidine_kinase_baes,sensory_histidine_kinase_baes,0.000262,0.000262,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__uncharacterized_transporter_mdtd_of_major_facilitator_superfamily_mfs,uncharacterized_transporter_mdtd_of_major_facilitator_superfamily_mfs,0.000248,0.000248,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__enoyl-acyl-carrier-protein_reductase_nadh_ec_1.3.1.9,enoyl-acyl-carrier-protein_reductase_nadh_ec_1.3.1.9,0.000243,0.000243,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__bla_2,bla_2,0.000242,0.000242,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tufa,tufa,0.000242,0.000242,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__putrescine_aminotransferase_ec_2.6.1.82,putrescine_aminotransferase_ec_2.6.1.82,0.000237,0.000237,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__neo,neo,0.000237,0.000237,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__undecaprenyl-diphosphatase_ec_3.6.1.27,undecaprenyl-diphosphatase_ec_3.6.1.27,0.000236,0.000236,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dna-binding_transcriptional_dual_regulator_soxs,dna-binding_transcriptional_dual_regulator_soxs,0.000234,0.000234,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.000233,0.000233,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__hybrid_sensory_histidine_kinase_in_two-component_regulatory_system_with_evga,hybrid_sensory_histidine_kinase_in_two-component_regulatory_system_with_evga,0.000232,0.000232,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,0.00023,0.00023,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__two-component_transcriptional_regulatory_protein_basrpmra_activated_by_basspmrb,two-component_transcriptional_regulatory_protein_basrpmra_activated_by_basspmrb,0.00023,0.00023,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_system_inner_membrane_protondrug_antiporter_rnd_type_mexb_of_mexab-oprm,multidrug_efflux_system_inner_membrane_protondrug_antiporter_rnd_type_mexb_of_mexab-oprm,0.00023,0.00023,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,0.000229,0.000229,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,0.000229,0.000229,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cyclic_amp_receptor_protein,cyclic_amp_receptor_protein,0.000227,0.000227,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__abc-type_siderophore_export_system_fused_atpase_and_permease_components,abc-type_siderophore_export_system_fused_atpase_and_permease_components,0.000227,0.000227,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dna-binding_response_regulator_kdpe,dna-binding_response_regulator_kdpe,0.000217,0.000217,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cati,cati,0.000215,0.000215,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,0.000215,0.000215,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__hypothetical_protein,hypothetical_protein,0.000212,0.000212,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__yegm,yegm,0.000212,0.000212,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,0.000212,0.000212,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,0.000208,0.000208,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__hns,hns,0.000202,0.000202,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,0.000201,0.000201,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__iron_aquisition_outermembrane_yersiniabactin_receptor_fyuapsnpesticin_receptor_outer_membrane_receptor_for_ferric_sidero,iron_aquisition_outermembrane_yersiniabactin_receptor_fyuapsnpesticin_receptor_outer_membrane_receptor_for_ferric_sidero,0.000199,0.000199,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cata1,cata1,0.000198,0.000198,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dhfri,dhfri,0.000195,0.000195,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__hexose_phosphate_transport_protein_uhpt,hexose_phosphate_transport_protein_uhpt,0.000195,0.000195,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dihydropteroate_synthase_type-2_ec_2.5.1.15_sulfonamide_resistance_protein,dihydropteroate_synthase_type-2_ec_2.5.1.15_sulfonamide_resistance_protein,0.00019,0.00019,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__transcription_termination_factor_rho,transcription_termination_factor_rho,0.000185,0.000185,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__glycerophosphoryl_diester_phosphodiesterase_ec_3.1.4.46,glycerophosphoryl_diester_phosphodiesterase_ec_3.1.4.46,0.000182,0.000182,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,0.00018,0.00018,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ampc,ampc,0.000179,0.000179,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ec-14,ec-14,0.000178,0.000178,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__transcriptional_regulatory_protein_phop,transcriptional_regulatory_protein_phop,0.000176,0.000176,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_efflux_pump_mdtm_of_mfs_type,multidrug_efflux_pump_mdtm_of_mfs_type,0.000175,0.000175,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__x_1-deoxy-d-xylulose_5-phosphate_reductoisomerase_ec_1.1.1.267,x_1-deoxy-d-xylulose_5-phosphate_reductoisomerase_ec_1.1.1.267,0.000174,0.000174,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_16s_rrna_guanine1405-n7-methyltransferase_rmtb1,multispecies_16s_rrna_guanine1405-n7-methyltransferase_rmtb1,0.000174,0.000174,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_cata1cata4_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_cata1cata4_family,0.000173,0.000173,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__udp-glucose_6-dehydrogenase_ec_1.1.1.22,udp-glucose_6-dehydrogenase_ec_1.1.1.22,0.000172,0.000172,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__response_regulator_baer,response_regulator_baer,0.000172,0.000172,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qacl,multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qacl,0.000172,0.000172,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__rplf,rplf,0.000171,0.000171,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dna_topoisomerase_iv_subunit_b_ec_5.99.1.3,dna_topoisomerase_iv_subunit_b_ec_5.99.1.3,0.00017,0.00017,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__transcriptional_regulator_gadw_arac_family,transcriptional_regulator_gadw_arac_family,0.000169,0.000169,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dna_topoisomerase_iv_subunit_a_ec_5.99.1.3,dna_topoisomerase_iv_subunit_a_ec_5.99.1.3,0.000165,0.000165,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__translation_elongation_factor_g,translation_elongation_factor_g,0.000163,0.000163,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__bleomycin_binding_protein_ble-mbl,bleomycin_binding_protein_ble-mbl,0.000161,0.000161,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__uncharacterized_transporter_yeeo,uncharacterized_transporter_yeeo,0.000161,0.000161,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__dfra,dfra,0.000159,0.000159,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__emrb_2,emrb_2,0.000159,0.000159,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__chloramphenicol_efflux_mfs_transporter_cmla1,chloramphenicol_efflux_mfs_transporter_cmla1,0.000157,0.000157,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ycel,ycel,0.000155,0.000155,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__x_16s_rrna_guanine527-n7-methyltransferase_ec_2.1.1.170,x_16s_rrna_guanine527-n7-methyltransferase_ec_2.1.1.170,0.000155,0.000155,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ssu_ribosomal_protein_s10p_s20e,ssu_ribosomal_protein_s10p_s20e,0.000153,0.000153,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__alanyl-trna_synthetase_ec_6.1.1.7,alanyl-trna_synthetase_ec_6.1.1.7,0.000152,0.000152,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,0.000151,0.000151,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__quaternary_ammonium_compound_efflux_smr_transporter_qacl,quaternary_ammonium_compound_efflux_smr_transporter_qacl,0.000147,0.000147,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tetracycline_resistance_regulatory_protein_tetr,tetracycline_resistance_regulatory_protein_tetr,0.000146,0.000146,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__class_c_beta-lactamase_ec_3.5.2.6_blaec_family,class_c_beta-lactamase_ec_3.5.2.6_blaec_family,0.000145,0.000145,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ssu_ribosomal_protein_s12p_s23e,ssu_ribosomal_protein_s12p_s23e,0.000142,0.000142,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multidrug_resistance_outer_membrane_protein_mdtp,multidrug_resistance_outer_membrane_protein_mdtp,0.000141,0.000141,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__redox-sensitive_transcriptional_activator_soxr,redox-sensitive_transcriptional_activator_soxr,0.000139,0.000139,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__cdp-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_ec_2.7.8.5,cdp-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_ec_2.7.8.5,0.000139,0.000139,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,0.000137,0.000137,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,0.000135,0.000135,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,0.000135,0.000135,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ant1_2,ant1_2,0.000134,0.000134,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ec-19,ec-19,0.000133,0.000133,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mdea,mdea,0.000131,0.000131,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__x_4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol_deformylase_arnd_ec_3.5.1.n3,x_4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol_deformylase_arnd_ec_3.5.1.n3,0.000126,0.000126,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_3-phosphotransferase_ec_2.7.1.87_aph3-i,aminoglycoside_3-phosphotransferase_ec_2.7.1.87_aph3-i,0.000121,0.000121,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aada3,aada3,0.00012,0.00012,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__multiple_antibiotic_resistance_protein_marb,multiple_antibiotic_resistance_protein_marb,0.000119,0.000119,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__lipid_a_export_permeaseatp-binding_protein_msba,lipid_a_export_permeaseatp-binding_protein_msba,0.000116,0.000116,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__fusa1,fusa1,0.000114,0.000114,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
